Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,415.023590365624,384.603827488119,346.583566029368,387.325483865611,394.267723246045,413.219942106868,458.32622312538,466.471079510767,442.219479027356,458.305593695785,482.884385700578,519.271669909084,520.339286837525,503.972469824918,571.403661559689,640.658143594136,711.587039630853,792.35361271386,870.715266913154,928.62556339917,1028.32375916808,1134.78450923447,1213.59597169934,1283.57044925133,1513.70323628954,1657.34470426365,1878.81268193814,2021.56290796009,2154.02087685878,2315.34773012818,2422.95778889544
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,767.013565341255,687.543151327826,605.770667570124,661.312446366602,659.091401254104,676.58665877163,736.947794249504,737.329554291231,691.216374522031,706.164340219382,727.766684744805,765.809379888096,755.43468922963,718.333023905387,793.093753452204,862.35534188426,929.694443425612,1008.13532290967,1086.69947540926,1150.20604388024,1259.02258051063,1360.93852243609,1437.37660668157,1545.17795600731,1656.63448899243,1779.0841114169,1894.89736397042,2021.56290796009,2103.51585836696,2221.40466452958,2296.82735215213
Ethiopia,ETH,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36730641303.2171,34108999236.3378,31150903048.923,35245014518.8282,36369317998.9629,38597852110.458,43394088288.0723,44754018593.8074,43206362362.9037,45436737792.0504,48196209693.7879,52197124695.351,52987767961.0667,51842511686.7387,58878890054.1649,65837648261.6517,72970977757.3938,81330654830.8309,90105030164.1105,98036573378.2232,110340691113.094,122674900424.815,133283594734.983,147388024659.877,162506340914.728,179394752299.826,196317925147.112,215094143811.298,229755278555.775,248972206952.337,264051501935.811
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19874593252.2207,19080186651.1937,17822571546.8157,20642727015.5868,21756084476.566,23573332414.6381,26987866367.5162,28313601759.7533,27642133142.4657,29488760481.6127,31978926212.1031,35393256881.9779,36497685087.8935,36371985955.2693,42420726703.5898,48911885234.8624,55851901028.9292,63922607129.3671,72196432560.1741,79150399766.5965,90122255177.1875,102289393957.91,112533091823.037,122434385173.204,148485604878.241,167119104031.576,194651496419.484,215094143811.298,235271659402.583,259501226155.106,278551908869.177
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1107882640.8787,1120280381.86979,1058702725.4395,1147654635.45922,1262669892.4595,1494011567.01125,1688237552.36935,1727792692.89133,1984445416.02206,2290133548.87301,2432415998.11695,2268387770.71014,2320424601.26954,2490807830.57351,2366301251.61847,2627049837.08135,2850743875.2784,2518096285.61661,2738832687.13698,2899226097.62377,3051341335.9516,3126293219.77989,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2320424601.26954,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.113084,116987784.913739,122906434.957814,129454728.623599,140032741.468329,147084750.031482,150603925.515853,162625885.863484,166952937.135005,182182067.703568,219878482.173564,247749327.721267,316650508.967523,425963359.355326,558589870.903674,684268280.812751,694552411.718837,719533137.126662,829239489.844119,1019743927.24662,1202567359.4132,1235665808.56541,1194122694.12269,1123107276.30285,1177997413.63384,1141123439.66713,1290228616.82408,1177908191.97685,1109976927.91722,1182686577.22645,1337024782.22702,1383843860.1247,1532401862.94079,1636074717.86224,1825763267.53637,1970347720.96992,2128696643.62574,2090184941.46983,1653160861.68714,1936484565.39399,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581393120.62853,5496250694.31587,4376014755.57615
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,697947700.147456,722498582.845284,748552619.711656,796151373.901158,834981911.448313,812435170.769703,812435170.769703,920910120.026034,993811405.478829,1019614829.28454,1149133555.66745,1228297213.08077,1320238657.83633,1473556237.11858,1511885643.85268,1519901830.69653,1561488825.98616,1653679311.21615,1684493995.49835,1890420350.43925,1860108274.24809,1977852952.19286,1859607286.39742,1785964550.36261,1935860992.12104,1846550531.78818,1989656498.53641,1858040323.3511,1875798634.25709,2015332399.89483,2132221733.89098,2074651667.56114,2201205458.90566,2248091848.8416,2362744524.33173,2421813102.90778,2538060142.26622,2482222835.15933,2514491743.22458,2735766984.42456,2689258989.02238,2743044172.74937,2830821561.96665,2859129759.03756,3010663627.82095,3031738285.33158,3087900748.10844,3061633387.30472,3093253759.97435,3050380096.46824,3140508835.9485,3225464091.79962,3270985530.40632,3425841164.88768,3617795881.2961,3780669706.99817,3873097741.84049,4080449106.08539,4236021827.41264,4217157352.32527,3413841317.66288
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200.86355070796,4186.46170391693,4487.7002537436,4626.67581596464,4897.41813739271,5060.20049132836,5338.49860263086,5255.16072530184,5333.52674130282,5841.72997338111,5836.70323240337,6062.25449769842,6344.80659829273,6520.69538201286,7035.74951726276,7272.41971049843,7573.56300502875,7634.16881846066,7777.73869404717,7653.4449404745,7914.10092561106,8263.04546194271,8839.51586223556,9536.32634910738,11346.9457863033,12412.3506858719,12631.9122008691,13429.3006222384,14178.6024939952,14263.0715868885,11601.4005261348
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8451.44285045352,8146.95848482677,8538.58955468396,8599.27260302416,8912.17340449894,9019.28071022344,9344.22253139498,9042.42559360515,9075.12567622417,9798.3765495101,9575.8788393934,9732.45128381993,10027.454883989,10117.5405545229,10630.5051403156,10656.1632257559,10771.4574550054,10573.6168923303,10566.926052996,10319.3892541372,10547.9303978854,10787.6605625282,10919.4971705367,11429.3552174668,12057.9871263878,12569.1431129142,12820.7246047956,13429.3006222384,13846.1588353285,13684.3608160228,10997.4734903847
Fiji,FJI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6157509974.76917,5991256975.82464,6356723765.77557,6492124042.92433,6823222343.69822,6993802802.56714,7329505367.17838,7168256295.37217,7261443659.57942,7900450608.62309,7766143073.41528,7921465946.28057,8174952786.35618,8256702260.65396,8694307456.07909,8755167643.26036,8917355711.81787,8841499841.11317,8932814340.45646,8809002165.34463,9069279322.98824,9314616300.37554,9446074819.83034,9893272734.94967,10447606771.6973,10917959920.4569,11184877069.5713,11783674123.9893,12232942869.4243,12178465330.0235,9858619125.6144
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3060644161.45705,3078715564.1371,3340958207.90449,3492964427.37229,3749497607.91482,3923821146.58977,4187459580.41901,4165955092.73288,4267610754.99997,4710198560.99713,4733630525.21469,4934208367.53019,5172647992.90434,5321396045.96229,5754286243.18659,5975063668.66377,6269918031.41014,6383577453.46452,6574958071.44494,6533256125.20689,6804670601.4552,7134734867.15989,7646755789.3648,8254663160.44005,9831527135.70518,10781765000.9703,11020155995.5114,11783674123.9893,12526653517.4198,12693491874.1093,10400005893.2504
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.52771,5921659485.03284,6340580854.39073,6885920328.66187,7766655085.78588,8589340019.02985,9208524504.87684,9368954010.3132,8823033880.32993,10070766720.5011,1910239833.59102,2107052507.90762,2479756733.3124,3275148428.28765,4179277112.4945,4956880754.95996,5356306213.74619,5634268154.03409,6097973851.52045,7477970821.27586,9023122809.70375,8821505128.70439,8879522864.15666,8572941758.35283,8895174709.14947,9397544193.67856,12366654042.1973,15405528072.0453,18342351675.4991,20015539496.4792,23789428809.4301,21488488545.2138,18926919436.3581,15004135818.2282,17373175616.9819,22568473282.4427,22223117196.9392,21344194813.1875,22543509709.1338,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275984345123.137,268966065200,271233883403.892
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,54027416679.1307,58136023686.0268,59869608249.2002,61836384531.6918,65075798920.7754,68526676001.2436,70152692741.0086,71674184603.2896,73325048918.0531,80359331879.1076,84227618606.8007,86212797338.7419,92881775777.7061,99368479097.169,102584572754.778,104436119941.171,104795779646.758,105046776887.673,108113835418.461,115813623174.359,122054874779.052,123660969066.24,127504461663.529,131478242145.472,135735102667.708,140552201093.956,144425304574.12,149588258112.358,157392502403.125,165399285132.762,166507916587.635,156706714355.719,151543760817.481,150540544105.647,156506544787.478,163106218362.854,169087616703.781,179797280822.329,189609142972.079,197913218965.791,209339466449.934,214803266558.191,218470278293.54,222847951217.91,231744244869.138,238186388547.614,247779130164.083,260909780066.563,262955299855.628,241723112398.309,249424310816.667,255778806281.83,252204180501.055,249930064696.187,249018049503.61,250371859068.695,257410958145.949,265628570361.662,269113179058.496,272538565989.577,264979499809.023
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18102.2957199232,17516.9398753655,17228.773329907,17435.653681189,18434.0870213453,19539.5334576893,20038.4808067195,21786.9099036934,23575.9949336352,24767.280673451,26796.3603423706,27807.7081100488,28605.1223159604,29021.5670530932,31175.8834703703,32051.7940038456,34409.0274886861,37792.4143812135,40083.6972699668,38000.2456254076,38986.2159635875,40916.8385790274,40873.0953326066,41493.1416470359,41757.4021894413,42497.7049785783,44934.4482077785,47570.133583848,49755.1395203306,51556.5268436077,51089.7853321567
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32939.3832880618,30831.6088058571,29648.7439434243,29310.3070704183,30340.8238404135,31499.80577579,32548.0151553704,34506.7718790729,36293.3915600144,37795.0577604714,39894.1944569685,40842.3417724243,41439.019233448,42168.6934671901,43724.9661225981,44786.9096643071,46412.2003478176,48664.265707071,48817.989492787,44662.100140396,45874.6613021399,46825.8248388831,45952.246383366,45328.5753218041,44976.7764487708,45072.5902146238,46206.7878130494,47570.133583848,48130.2923921114,48689.2341509211,47260.800458441
Finland,FIN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164249961948.473,154581670334.278,149488729772.794,148499117326,154384215194.363,160894392943.522,166794679668.802,177359113841.075,187037920817.751,195229388190.213,206500688395.91,211890395854.072,215507680547.431,219825989406.17,228601643583.116,234956427642.283,244419085501.301,257371675330.3,259389456552.985,238445191238.656,246041956444.155,252310280856.259,248784129304.398,246540851975.183,245641204296.279,246976655331.328,253920299689.414,262026475788.422,265463830946,268842767423.131,261386207050.708
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90265848548.9923,87825382130.7148,86867337299.2047,88336815286.099,93798773315.5829,99803833599.8509,102688657703.133,111981122064.85,121498842738.499,127934744369.414,138703561571.422,144266612136.598,148763741906.139,151289835349.714,162992881035.053,168146788316.398,181207160374.788,199873497786.211,212980676990.544,202878409362.365,209096799360.739,220471055643.893,221285752810.968,225680035610.262,228058553146.46,232867491858.974,246928408039.55,262026475788.422,274425715902.871,284674827958.825,282563246442.481
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478000.8822,67461644222.0352,75607529809.9288,84759195105.8693,94007851047.3678,101537248148.427,110045852177.928,118972977486.207,129785441507.456,141903068680.309,22631202731.0793,25302668613.8586,31021036590.0849,40310775098.1819,43530895679.4827,55010967549.7,56760129943.7498,62547636918.4889,77245130852.7391,93599200843.3432,106913260348.711,93840249156.9397,89163128997.0836,85354560424.8941,80904212108.0787,84326102019.8249,117612650713.305,142409671627.72,155317116025.701,156285087713.569,193478933570.848,193492099596.192,213642301811.595,201672720338.04,212510345287.187,244070373881.908,244797281216.142,221491398523.421,229153726574.277,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2787863958885.49,2715518274227.45,2603004395901.95
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,594722749420.339,624340607533.743,667067169615.954,708650002035.29,755790105331.292,792532899466.116,834155435879.327,875205467063.891,914513647975.052,979530770303.148,1039367168729.33,1094627368216.12,1144010102906.5,1216592746812.1,1268917417153.1,1256737272423.68,1311490285424.4,1356924400817.43,1410910231383.3,1460997391608.07,1484062818675.43,1499927744623.43,1537506883585.31,1556585266256.33,1580147633707.66,1605789975081.06,1643321724396.08,1685421989150.31,1765363950657.32,1842048907924.45,1895909222156.68,1915781684705.21,1946421598784.38,1934185101126.61,1979799804227.39,2021508152727.1,2050071935014.2,2097967694481.72,2173256609890.63,2247611842122.65,2335800696315.34,2382136475024.72,2409186384646.31,2429017861520.09,2497753065595.08,2539296193640.63,2601491774613.78,2664571088541.21,2671364304886.08,2594607624904.28,2645187882116.67,2703188933543.06,2711653557481.26,2727281540260.42,2753359344138.85,2784001820060.14,2814499568997.83,2878991574857.68,2930607976267.93,2974818953250.52,2733415158875.63
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17608.9132266355,18293.5543254794,18915.4163450334,19158.6421971343,19954.8021153737,20727.4249103261,21306.2523947217,22235.9798495247,23358.5013410824,24307.5028056354,26101.9688962674,27501.9337235641,28523.8861886505,28143.6408076059,29036.386661244,30498.5768807102,32425.1238753017,34079.9312716648,35095.2656832956,34703.5984181258,35930.3143995293,37440.6334729758,37679.1189105924,39523.8551519345,40144.0268283679,40849.9973780501,42924.613626021,44577.0645745394,46569.0197507959,49377.1265790966,46226.9505356869
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33732.0142120651,33897.2314368104,34268.5421707858,33905.8822631981,34576.5438089748,35177.6589424847,35548.6285199543,36250.6889604497,37413.4393609485,38494.9468158477,39732.2824515749,40226.6270677305,40388.6256508389,40433.4900386568,41272.6323754944,41643.9888864457,42367.5698646841,43127.2128556843,42996.2097818165,41546.4905796298,42147.6716766942,42864.0189689606,42790.6328838388,42816.2714819044,43021.3946358903,43345.7864281559,43705.1475593257,44577.0645745394,45251.9054105957,45834.1669122703,42025.6173730617
France,FRA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1964407999761.79,1984998449952.7,2016745377298.02,2004066777707.34,2051329529863.81,2094544791698.16,2124140577072.54,2173766799653.82,2251775886794.82,2328817556993.87,2420192654831.56,2468202534897.63,2496229751724.52,2516777735437.39,2587996327114.77,2631040399116.79,2695483092567.33,2760841448046.81,2767880101784.03,2688350220063.27,2740757930694.59,2800854547180.79,2809624996095.14,2825817614408.69,2852837603528.6,2884587185274.82,2916186811083.79,2983008898740.32,3036490189228.42,3082298498954.91,2832172839297.31
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1025467669734.99,1071257900454.03,1113195253051.49,1132405227954.61,1183862536059.2,1234150344177.85,1273114523435.78,1333376996155.95,1405861395528.77,1470523899441.7,1589936180393.89,1687448028312.09,1762926373243.27,1751797544832.54,1820723750991.02,1926880446239.76,2062930997917.15,2181668616431.29,2259256991361.58,2245566957467.61,2336458699266.96,2446475413051,2474003939353.38,2608522466158.15,2662033396692.53,2718496736713.76,2864106383742.44,2983008898740.32,3124871103486.53,3320558731410.3,3115307327635.69
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,176534589.603389,215659455.017302,220984369.12915,259590076.293001,242943776.862299,254035999.217197,296613496.873269,325843254.667123,431254103.046477,555337985.682991,690319754.911192,732286143.34291,793193187.41557,1005573294.20763,1215031775.26795,1362151523.68993,1279972866.38172,1286462642.63697,1335895286.3918,1378991403.37881,1507230778.89921,2301514717.29807,2543199148.3893,2687472829.62988,2636461517.1052,3181206304.81549,3267367609.89528,3558215110.24809,3694600399.89225,3522272321.40766,3982374845.92709,3954696873.74892,3567062511.87293,3775160797.38928,3797016068.69688,3447543137.9415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978.376811,167637908.489803,182796536.499917,154480244.246828,215679855.272553,226474285.587116,245849781.715943,271543680.279265,294468564.534311,318124701.048993,323802475.481029,381687073.058602,430508357.724,722780701.123338,1544216003.98425,2157592936.60731,3009409970.90463,2809349074.17711,2389479269.18832,3030251116.35966,4279637933.85136,3862269126.92681,3618007844.44908,3391275731.31859,3561451562.23576,3339914759.37275,3403638193.57905,3281797038.66566,3834503378.35497,4186411457.45694,5952293765.84468,5402919956.93831,5592390848.52647,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16862282413.8778,16874450215.1351,15593181270.9135
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2187247770.68536,2510235219.08997,2697227952.13955,2861554819.58658,2991883007.0677,3241206660.61347,3387320404.89011,3526713817.21498,3615192044.51707,3907404779.48587,4246541810.48166,4682183107.87138,5213000834.13823,5743811183.61285,8011875372.57919,9549363463.02326,12951356470.6877,11321804992.0278,8599000778.65062,8639794892.34795,8860363426.49963,9311828118.39214,9023392343.01637,9529445903.04602,10245002686.4372,10005991964.6294,9925584039.94716,8223739210.38269,9280107562.15776,10073121520.7334,10596141891.2425,11243831433.4095,10896380665.3031,11326412322.1297,11746934243.9414,12331208870.096,12778221236.43,13511482517.5017,13981389394.6225,12732484617.4799,12492736210.5521,12759485289.4389,12727709938.9327,13013743584.1676,13103478949.6987,13454154690.1038,13076553296.6302,13862206744.6223,13403585248.0849,13421054290.8343,14372591916.4792,15391860684.1325,16200099127.6913,17113573955.7522,17852018586.5399,18544480427.5026,18932327518.4725,19021809655.7545,19182154180.1173,19938879843.2225,19674901724.7247
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12395.5542959991,13231.6512553777,12764.57042788,13223.9788249737,13643.689191636,14249.3019028467,14658.019300766,15374.2630286529,15692.9970899439,14146.9415796728,13852.3502868003,14117.6989406454,13968.8225732337,14199.3111976553,14315.1090497268,14755.3704074531,14366.1874865316,15187.9208196455,14517.8476438716,14177.1735316114,14837.0170141476,15638.7471684984,15356.2354244887,15114.3775115057,15370.9679935145,14699.5360478349,14286.1897045921,15006.8440374987,15098.4454103176,15582.3149116556,15190.6386251211
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18179.1700017022,18770.6037317334,17704.5264650538,17917.2191929917,18099.3957168527,18514.5679788508,18703.1666511865,19284.5301762362,19465.2452778791,17297.8060053767,16567.2456051163,16522.1973634649,16093.405140168,16060.6875826795,15767.1793679395,15761.1484780064,14894.693568942,15334.7235424854,14378.492978127,13934.8565686915,14415.4459113912,14883.4942581406,15082.6565608753,15342.1813095484,15437.2650293528,15510.0389513624,15359.7403963666,15006.8440374987,14744.4343267491,14950.0770784889,14399.8688094117
Gabon,GAB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17260994662.4262,18316073562.3695,17750080211.6484,18450596891.1479,19135622320.4339,20087399043.2221,20815577105.4381,22010051395.1041,22775524355.0805,20741072673.195,20350525244.2551,20785056460.8177,20733294776.1298,21199240332.0075,21345418222.1641,21916665016.0918,21301556639.4609,22581377173.34,21834287970.0189,21862744842.0343,23412788815.2024,25073166048.5972,26389777283.4625,27877817392.1412,29080735299.5598,30208747765.1789,30840546266.5375,30986311650.7557,31247511057.8212,32480208559.0292,32050191205.4343
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11769492035.1711,12911246820.2287,12797413667.591,13617643450.6143,14424817685.2355,15459794348.7955,16313554632.6717,17547138371.0185,18361763868.0569,16963003476.6393,17015659145.9437,17760178208.9234,17996173809.3228,18742324018.1003,19379622850.2116,20518080320.0839,20545716836.7383,22365200621.7813,22045903325.4295,22242921983.0834,24097481835.4598,26345487003.7203,26868451928.813,27463881944.8317,28955844877.1506,28630139365.0076,28684983156.4358,30986311650.7557,31997757896.9508,33853794566.135,33810229725.8134
